PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_PILLAR;REQUIREMENTS_ATTRIBUTES_ARTICLE;REQUIREMENTS_ATTRIBUTES_ARTICLETITLE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art9;Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and minimise the impact of ICT risk by deploying appropriate ICT security tools, policies and procedures. Encryption at rest and in transit, blocking of public exposure, network access controls, secret management and instance hardening are central to this article.;ICT Risk Management;Article 9;Protection and prevention;PASS;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have firewall rules allowing 0.0.0.0-255.255.255.255.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_unrestricted_inbound_access;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art25;Financial entities shall ensure that tests are undertaken on ICT tools and systems, on critical ICT systems supporting all critical or important functions, at least yearly. Vulnerability assessments, deprecated component detection and certificate hygiene must be tracked.;Digital Operational Resilience Testing;Article 25;Testing of ICT tools and systems;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_va_emails_notifications_admins_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art13;Financial entities shall have in place capabilities and staff to gather information on vulnerabilities and cyber threats, perform post ICT-related incident reviews, and continuously feed lessons learnt back into the ICT risk assessment process. Findings aggregation and continuous insights drive this cycle.;ICT Risk Management;Article 13;Learning and evolving;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_va_periodic_recurring_scans_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art24;Financial entities shall establish, maintain and review a sound and comprehensive digital operational resilience testing programme, as an integral part of the ICT risk management framework. Continuous vulnerability discovery, configuration assessment and instance manageability are foundational.;Digital Operational Resilience Testing;Article 24;General requirements for the performance of digital operational resilience testing;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_va_periodic_recurring_scans_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art25;Financial entities shall ensure that tests are undertaken on ICT tools and systems, on critical ICT systems supporting all critical or important functions, at least yearly. Vulnerability assessments, deprecated component detection and certificate hygiene must be tracked.;Digital Operational Resilience Testing;Article 25;Testing of ICT tools and systems;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_va_periodic_recurring_scans_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art13;Financial entities shall have in place capabilities and staff to gather information on vulnerabilities and cyber threats, perform post ICT-related incident reviews, and continuously feed lessons learnt back into the ICT risk assessment process. Findings aggregation and continuous insights drive this cycle.;ICT Risk Management;Article 13;Learning and evolving;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_va_scan_reports_configured;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art25;Financial entities shall ensure that tests are undertaken on ICT tools and systems, on critical ICT systems supporting all critical or important functions, at least yearly. Vulnerability assessments, deprecated component detection and certificate hygiene must be tracked.;Digital Operational Resilience Testing;Article 25;Testing of ICT tools and systems;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_va_scan_reports_configured;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art13;Financial entities shall have in place capabilities and staff to gather information on vulnerabilities and cyber threats, perform post ICT-related incident reviews, and continuously feed lessons learnt back into the ICT risk assessment process. Findings aggregation and continuous insights drive this cycle.;ICT Risk Management;Article 13;Learning and evolving;PASS;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_vulnerability_assessment_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art24;Financial entities shall establish, maintain and review a sound and comprehensive digital operational resilience testing programme, as an integral part of the ICT risk management framework. Continuous vulnerability discovery, configuration assessment and instance manageability are foundational.;Digital Operational Resilience Testing;Article 24;General requirements for the performance of digital operational resilience testing;PASS;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_vulnerability_assessment_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art25;Financial entities shall ensure that tests are undertaken on ICT tools and systems, on critical ICT systems supporting all critical or important functions, at least yearly. Vulnerability assessments, deprecated component detection and certificate hygiene must be tracked.;Digital Operational Resilience Testing;Article 25;Testing of ICT tools and systems;PASS;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has vulnerability assessment enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_vulnerability_assessment_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art9;Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and minimise the impact of ICT risk by deploying appropriate ICT security tools, policies and procedures. Encryption at rest and in transit, blocking of public exposure, network access controls, secret management and instance hardening are central to this article.;ICT Risk Management;Article 9;Protection and prevention;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has shared key access enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_account_key_access_disabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art9;Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and minimise the impact of ICT risk by deploying appropriate ICT security tools, policies and procedures. Encryption at rest and in transit, blocking of public exposure, network access controls, secret management and instance hardening are central to this article.;ICT Risk Management;Article 9;Protection and prevention;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has public network access enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_account_public_network_access_disabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art9;Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and minimise the impact of ICT risk by deploying appropriate ICT security tools, policies and procedures. Encryption at rest and in transit, blocking of public exposure, network access controls, secret management and instance hardening are central to this article.;ICT Risk Management;Article 9;Protection and prevention;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has allow blob public access enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_blob_public_access_level_is_disabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art12;Financial entities shall develop and document backup policies and procedures specifying the scope of data subject to backup and the minimum frequency of the backup, as well as restoration and recovery procedures and methods. Backups must be encrypted, retained, and resources must be designed for recoverability across availability zones and regions.;ICT Risk Management;Article 12;Backup policies and procedures, restoration and recovery procedures and methods;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have blob versioning enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_blob_versioning_is_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);PASS;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has cross-tenant replication disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_cross_tenant_replication_disabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art9;Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and minimise the impact of ICT risk by deploying appropriate ICT security tools, policies and procedures. Encryption at rest and in transit, blocking of public exposure, network access controls, secret management and instance hardening are central to this article.;ICT Risk Management;Article 9;Protection and prevention;PASS;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has network access rule set to Deny.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_default_network_access_rule_is_denied;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art9;Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and minimise the impact of ICT risk by deploying appropriate ICT security tools, policies and procedures. Encryption at rest and in transit, blocking of public exposure, network access controls, secret management and instance hardening are central to this article.;ICT Risk Management;Article 9;Protection and prevention;PASS;Default to Microsoft Entra authorization is enabled for storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_default_to_entra_authorization_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art9;Financial entities shall continuously monitor and control the security and functioning of ICT systems and tools and minimise the impact of ICT risk by deploying appropriate ICT security tools, policies and procedures. Encryption at rest and in transit, blocking of public exposure, network access controls, secret management and instance hardening are central to this article.;ICT Risk Management;Article 9;Protection and prevention;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_ensure_encryption_with_customer_managed_keys;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art12;Financial entities shall develop and document backup policies and procedures specifying the scope of data subject to backup and the minimum frequency of the backup, as well as restoration and recovery procedures and methods. Backups must be encrypted, retained, and resources must be designed for recoverability across availability zones and regions.;ICT Risk Management;Article 12;Backup policies and procedures, restoration and recovery procedures and methods;PASS;File share soft delete is enabled for storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) with a retention period of 7 days.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx/fileServices/default;stcloudguardianlabocdhx;storage_ensure_file_shares_soft_delete_is_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 18:41:56.499720;DORA-Art7;Financial entities shall use and maintain updated ICT systems, protocols and tools that are appropriate to the magnitude of operations supporting ICT functions, technologically resilient, and adequately equipped to securely process data. Cryptographic primitives, certificate hygiene and network segmentation are core to this requirement.;ICT Risk Management;Article 7;ICT systems, protocols and tools;PASS;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has TLS version set to 1.2.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_ensure_minimum_tls_version_12;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
